Sexo,Altura_cm,Peso_kg
Hombre,187.5183626,107.9172161
Hombre,177.2982595,78.49019338
Hombre,167.5373276,72.88499857
Hombre,180.5407046,85.54884505
Hombre,169.1543392,94.50401714
Hombre,175.1368991,87.74069382
Hombre,173.340933,78.97482865
Hombre,183.6847358,89.52488616
Hombre,182.4111679,91.45359607
Hombre,165.7021058,82.10564994
Hombre,179.4269464,82.60937005
Hombre,164.419091,80.53499119
Hombre,170.44302,74.83121104
Hombre,165.3984116,75.16801767
Hombre,182.1211344,87.58603927
Hombre,169.7555106,81.95683251
Hombre,168.8370392,78.36884246
Hombre,176.3052766,80.49931742
Hombre,177.9325308,91.089847
Hombre,169.5287558,76.08548224
Hombre,168.336796,70.03267736
Hombre,173.5542579,80.73251487
Hombre,177.992756,83.43326206
Hombre,174.5817899,81.28592181
Hombre,171.5923702,71.9252292
Hombre,168.2842266,75.52473153
Hombre,175.7227948,78.01048393
Hombre,171.7271266,79.09026273
Hombre,176.0035546,85.15985911
Hombre,173.2043374,91.39340238
Hombre,181.8819979,92.95332911
Hombre,175.7600181,81.05040051
Hombre,170.8453809,74.39569299
Hombre,187.1603912,101.2735705
Hombre,176.6245261,92.06033915
Hombre,173.511362,85.90666889
Hombre,172.0569672,80.81680457
Hombre,182.132637,101.2868747
Hombre,161.6259521,75.76294691
Hombre,174.5518441,81.85921718
Hombre,170.0513278,74.58834178
Hombre,159.2757539,68.02507465
Hombre,183.5363587,87.502625
Hombre,180.1079788,91.57304144
Hombre,171.7290028,81.58676419
Hombre,179.8359598,89.11626086
Hombre,176.0341134,85.07199719
Hombre,168.2569618,77.87870721
Hombre,171.4301702,86.95347806
Hombre,167.1478707,75.22858839
Hombre,181.4670124,84.21520286
Hombre,173.8995908,80.86726452
Hombre,162.5293285,68.48294568
Hombre,180.3448201,95.22233935
Hombre,173.0748995,78.99665123
Hombre,173.7243166,81.59173154
Hombre,172.9643982,76.08882336
Hombre,173.0770995,83.02766131
Hombre,174.9046294,76.90968019
Hombre,168.0180855,78.66728344
Hombre,168.1633214,82.05012178
Hombre,171.2775854,83.23825177
Hombre,176.4566093,93.43000844
Hombre,179.1102836,83.35206369
Hombre,181.1994751,91.60501823
Hombre,180.3449397,98.03042598
Hombre,168.1539632,72.2982347
Hombre,184.2599999,95.40699736
Hombre,171.3975535,81.01992077
Hombre,165.9900428,66.56005258
Hombre,179.9439186,88.87553499
Hombre,177.6437272,77.19046885
Hombre,164.4391313,76.95378449
Hombre,176.0433433,89.98306181
Hombre,174.8496957,81.6047677
Hombre,157.3208011,66.79768458
Hombre,174.2270723,80.27870592
Hombre,165.655182,84.12677369
Hombre,163.4074662,80.50983446
Hombre,174.622223,77.03244797
Hombre,184.1237247,90.07514315
Hombre,170.7741845,92.23816233
Hombre,170.8495563,87.64206208
Hombre,165.4010009,80.80065196
Hombre,168.3075629,73.83557702
Hombre,171.9622663,72.25114585
Hombre,166.4479678,78.06973867
Hombre,177.4671833,91.5517425
Hombre,173.9439634,77.2705169
Hombre,183.4234669,93.16322833
Hombre,173.176013,77.01443612
Hombre,182.8322646,90.91683472
Hombre,167.8054473,81.00658692
Hombre,169.306657,76.20988194
Hombre,171.7025375,80.6334944
Hombre,173.344698,87.66925554
Hombre,164.6138985,73.65412068
Hombre,171.4302344,83.18150353
Hombre,173.179056,82.12566336
Hombre,176.6655977,95.64983906
Hombre,168.6617142,75.10060789
Hombre,169.1440791,88.97144024
Hombre,182.7171519,91.64671683
Hombre,173.449086,77.29830984
Hombre,177.686846,91.60211063
Hombre,182.501868,87.71886065
Hombre,167.0189666,81.58116851
Hombre,170.2609043,70.9826405
Hombre,194.8429805,106.6102727
Hombre,184.3306483,104.5804995
Hombre,177.1111644,92.48551338
Hombre,184.910029,98.98129252
Hombre,184.2499593,101.000133
Hombre,183.6286482,94.5626085
Hombre,170.823445,82.00032886
Hombre,192.8989294,105.1992963
Hombre,168.4432291,77.38007241
Hombre,180.7363759,85.39849606
Hombre,180.8281938,88.93201368
Hombre,183.3816805,97.34254835
Hombre,190.8576864,101.6610594
Hombre,163.6052846,71.93040467
Hombre,164.4254379,75.52363524
Hombre,161.0730513,72.63856137
Hombre,172.3356097,79.9105627
Hombre,167.4667335,79.14519834
Hombre,180.2550381,87.95450835
Hombre,171.6550981,84.81796606
Hombre,174.2167469,78.74172857
Hombre,178.6248738,87.70052452
Hombre,183.8819802,94.54521013
Hombre,179.8849761,93.4549867
Hombre,167.3943852,78.27880801
Hombre,189.9802526,105.5216437
Hombre,171.9095344,80.39477765
Hombre,170.5761454,79.6719985
Hombre,182.3080967,96.44557766
Hombre,164.2496891,75.73595696
Hombre,173.0318316,89.09208013
Hombre,169.6387952,75.03834923
Hombre,169.6868586,80.0889081
Hombre,172.4304751,79.22083035
Hombre,175.7008854,88.55825363
Hombre,178.3713053,93.29689188
Hombre,164.7337299,71.82247011
Hombre,172.2655769,76.69385526
Hombre,161.1382286,61.53247024
Hombre,182.4950245,98.9545636
Hombre,169.4893071,70.71484243
Hombre,182.7994964,91.41164362
Hombre,193.0942226,107.014261
Hombre,181.5492973,88.62860049
Hombre,171.119314,80.12081606
Hombre,179.2103192,90.02005451
Hombre,177.4624373,84.23977337
Hombre,172.5868279,80.44359976
Hombre,188.2255795,97.86695527
Hombre,175.6863042,84.83194287
Hombre,169.0553606,77.83095511
Hombre,169.4220767,78.39881863
Hombre,170.805005,76.33065416
Hombre,175.3905191,74.30772383
Hombre,179.5087778,86.19317987
Hombre,166.3674476,71.15501316
Hombre,165.575541,78.2929835
Hombre,171.6230832,76.68613273
Hombre,187.4910797,104.9497115
Hombre,181.8806731,94.00723493
Hombre,172.0208631,78.08718393
Hombre,173.3070752,90.64034635
Hombre,167.4607311,76.24452845
Hombre,181.7331791,89.72946792
Hombre,175.6775281,89.30885181
Hombre,174.2380547,81.74722436
Hombre,180.4860777,85.78974495
Hombre,161.6559113,71.85933581
Hombre,180.8034367,94.76573477
Hombre,167.9668299,84.8857839
Hombre,165.2457277,71.47818859
Hombre,172.9520909,82.3925343
Hombre,180.3225855,92.871531
Hombre,188.5217842,104.8388906
Hombre,176.0908802,84.48540252
Hombre,164.9256092,82.14279752
Hombre,173.6009795,90.22903861
Hombre,180.1599777,92.2472904
Hombre,156.1536354,73.04141332
Hombre,173.9666643,86.09486266
Hombre,183.0067203,90.81047546
Hombre,184.2050343,100.6352054
Hombre,180.9341349,97.09604995
Hombre,183.5381526,91.49022586
Hombre,171.6152014,84.90663743
Hombre,183.5597218,89.14335948
Hombre,159.0046299,68.81935358
Hombre,168.2405507,75.88488324
Hombre,176.912111,90.19398331
Hombre,175.9862404,81.0975748
Hombre,179.642208,87.78792806
Hombre,174.824682,89.69240498
Hombre,167.6766477,83.67047026
Hombre,168.6938004,70.3951643
Hombre,169.203686,73.02473824
Hombre,172.8084473,85.76726913
Hombre,179.076091,78.46502863
Hombre,175.6606329,88.85659383
Hombre,179.8193574,97.86094598
Hombre,165.5937179,75.61719244
Hombre,189.9557144,108.6191988
Hombre,180.5099419,83.58765986
Hombre,176.1088624,90.71116704
Hombre,177.543978,86.82312757
Hombre,163.6399922,76.70673418
Hombre,172.344412,88.3346295
Hombre,171.5746365,83.1283011
Hombre,189.909315,95.42218547
Hombre,181.4041228,89.83055963
Hombre,170.4856747,78.31911397
Hombre,177.4433533,89.3898367
Hombre,173.814266,86.41198187
Hombre,172.5510458,83.71295898
Hombre,173.9781716,81.61479197
Hombre,165.7201243,72.34944348
Hombre,178.2707942,89.75890255
Hombre,180.6044982,98.55183515
Hombre,173.8568495,85.23337469
Hombre,166.1682651,80.22311052
Hombre,171.9600018,83.98181179
Hombre,188.5265802,101.2908232
Hombre,180.7648045,93.86775756
Hombre,170.7661606,77.5719794
Hombre,172.4166204,79.47974689
Hombre,171.1359937,78.61227306
Hombre,174.6535672,82.15735959
Hombre,182.1313922,91.90190028
Hombre,176.2277268,90.65085247
Hombre,187.2399802,101.3845726
Hombre,176.4115756,99.45543718
Hombre,179.7971761,95.80600273
Hombre,182.2918979,91.08088658
Hombre,176.1323731,94.71452087
Hombre,165.8265048,73.21891741
Hombre,180.1414848,94.27279866
Hombre,174.2355232,82.0236697
Hombre,174.2536429,80.20215091
Hombre,176.4760101,88.27078457
Hombre,167.4644764,73.93938084
Hombre,174.0492971,78.59424803
Hombre,187.7799753,97.80360289
Hombre,180.8427621,95.31541905
Hombre,169.0537307,83.93378633
Hombre,182.2253816,85.25965102
Hombre,177.1518665,85.35752241
Hombre,169.5466615,81.43888907
Hombre,177.0187525,96.03386397
Hombre,178.8249328,89.67164726
Hombre,175.3101297,84.49881179
Hombre,164.4200094,75.34444707
Hombre,180.3351091,85.64357823
Hombre,163.7279282,73.20018021
Hombre,177.1637874,87.75935478
Hombre,181.678196,85.85698261
Hombre,173.5529063,94.24965642
Hombre,179.7423892,90.41143472
Hombre,181.4043861,95.19010398
Hombre,176.2518042,81.72621971
Hombre,182.8843998,89.00136129
Hombre,175.7463464,85.92801257
Hombre,168.0625627,75.07616306
Hombre,170.8712432,82.73267855
Hombre,180.1262219,85.98189803
Hombre,175.564515,86.01286778
Hombre,171.2189257,77.19748665
Hombre,185.2641686,98.02015664
Hombre,179.0469589,80.31659142
Hombre,175.280979,88.92732335
Hombre,169.5757592,76.06766554
Hombre,175.5664859,81.46875945
Hombre,185.7407187,100.0903297
Hombre,171.4165327,74.52306786
Hombre,164.985899,71.00752065
Hombre,172.1675223,83.31631329
Hombre,171.8624929,77.24927242
Hombre,168.8500484,76.48804028
Hombre,185.3871583,95.09018569
Hombre,176.69061,88.60746734
Hombre,180.3490428,88.1432493
Hombre,177.5857189,99.50361326
Hombre,182.1107401,93.05980364
Hombre,171.8308498,81.13979776
Hombre,173.4707086,82.42904235
Hombre,174.4656294,92.33341426
Hombre,175.04606,74.9134555
Hombre,175.1606344,89.78018623
Hombre,170.8079774,78.60031522
Hombre,175.0462937,83.43731352
Hombre,167.229903,63.29157905
Hombre,164.2645319,72.66029558
Hombre,168.3915802,74.2095271
Hombre,170.4278678,87.97655686
Hombre,170.1756559,86.13417127
Hombre,180.2434061,83.56256995
Hombre,173.7890154,86.54340216
Hombre,171.8374201,85.3663922
Hombre,192.0752906,102.606123
Hombre,179.1950747,89.75657382
Hombre,174.9827308,86.41546404
Hombre,173.4427111,79.94410549
Hombre,165.0874988,80.61565401
Hombre,166.5624597,78.78518095
Hombre,176.0374641,95.46472283
Hombre,166.8899772,77.15631765
Hombre,172.2221372,78.68008342
Hombre,175.8090142,83.88587166
Hombre,172.7581153,88.12707627
Hombre,157.2944503,67.65315903
Hombre,170.8565613,87.30327252
Hombre,171.8991275,81.533595
Hombre,177.7260952,92.01724187
Hombre,165.8961923,74.09763916
Hombre,182.6412538,98.44211544
Hombre,168.2341163,83.08053752
Hombre,167.1699548,75.56105469
Hombre,185.0261676,93.10023725
Hombre,180.2115864,86.04787366
Hombre,181.2132714,99.14909438
Hombre,180.481387,92.14249687
Hombre,157.2908901,63.45987242
Hombre,174.6566422,89.03737262
Hombre,171.6632112,81.61805535
Hombre,171.0987045,74.45533797
Hombre,167.3330577,76.2828353
Hombre,174.4846959,86.06576927
Hombre,176.6185484,88.52780043
Hombre,169.2521147,86.39481283
Hombre,177.31715,92.72634521
Hombre,174.4468792,88.97287948
Hombre,181.902554,95.10506324
Hombre,177.0120802,86.60593364
Hombre,180.0887594,89.78626564
Hombre,172.7347675,84.72213611
Hombre,179.3639897,85.57647474
Hombre,181.7908332,80.0030994
Hombre,185.4526727,94.95025647
Hombre,154.3002194,61.76470493
Hombre,175.4685839,86.60674195
Hombre,176.1203936,86.83828805
Hombre,172.1031298,83.88657001
Hombre,193.1087879,105.3756179
Hombre,183.4581451,91.52534858
Hombre,175.059445,85.42450993
Hombre,165.9507163,79.22249165
Hombre,167.4683048,83.43529497
Hombre,178.9853909,85.05648094
Hombre,185.8798508,96.99957297
Hombre,174.1192344,79.4782368
Hombre,174.064697,76.90423012
Hombre,161.5349968,65.58579277
Hombre,170.5463727,79.68674023
Hombre,179.8735814,89.44769032
Hombre,186.7669234,101.1174949
Hombre,167.9983151,75.02623973
Hombre,172.4833984,77.29995579
Hombre,181.4407746,98.26352934
Hombre,170.4662067,78.79239853
Hombre,186.1411516,98.83598108
Hombre,161.7283612,73.03433442
Hombre,175.8323136,87.88639102
Hombre,176.962115,80.33989989
Hombre,179.0330383,92.90816837
Hombre,175.2718818,80.16423796
Hombre,173.8830508,87.43532056
Hombre,167.7028238,75.73224497
Hombre,176.0681496,84.70292997
Hombre,175.457461,85.50496436
Hombre,186.8481667,94.51118289
Hombre,167.8627298,73.25326916
Hombre,186.7560002,97.5071457
Hombre,176.984813,93.04696117
Hombre,169.359024,83.09690059
Hombre,185.3226303,94.75319822
Hombre,173.3470553,94.31345505
Hombre,182.7698298,95.55550493
Hombre,180.4889287,92.6566006
Hombre,170.1214529,88.54065461
Hombre,173.9341253,86.49372489
Hombre,181.0624811,90.55306092
Hombre,165.050359,75.66898103
Hombre,169.575185,81.10118585
Hombre,174.6660508,84.2648332
Hombre,175.2410607,87.88578554
Hombre,181.0897943,103.7821684
Hombre,175.3856751,87.24835707
Hombre,169.0153643,79.82476883
Hombre,174.0294296,79.89632213
Hombre,171.3476769,80.50471911
Hombre,181.2477513,91.51714896
Hombre,174.2196314,80.21467174
Hombre,177.1296602,84.15238895
Hombre,177.377997,85.29397601
Hombre,183.9228878,85.90333621
Hombre,166.203876,75.34021577
Hombre,168.3198482,77.22418203
Hombre,177.7347242,96.52638817
Hombre,180.8713533,88.97010503
Hombre,177.6409965,91.75224262
Hombre,181.3204964,91.32266216
Hombre,164.0555054,71.87356824
Hombre,174.7341804,79.14709961
Hombre,173.8521967,83.36274012
Hombre,175.7720084,85.32231514
Hombre,176.342084,79.91999541
Hombre,176.799812,88.08796116
Hombre,185.1195357,88.08741548
Hombre,157.9329613,66.17860169
Hombre,174.9417548,87.01430679
Hombre,180.5434122,95.18797075
Hombre,183.3436367,91.29066462
Hombre,183.0393977,94.70185569
Hombre,171.1453471,82.85926289
Hombre,172.5539717,75.49367732
Hombre,179.8369029,87.72183534
Hombre,166.494768,80.94273277
Hombre,178.2857102,93.41362491
Hombre,182.3186482,90.36006456
Hombre,173.0509326,87.10314621
Hombre,173.6330857,79.49699086
Hombre,167.8695068,77.11362635
Hombre,181.8135128,93.14410284
Hombre,186.783136,88.92374283
Hombre,180.6334509,94.41310027
Hombre,179.8175285,92.02969969
Hombre,182.1918136,85.54526388
Hombre,160.5191871,73.67688503
Hombre,172.9768281,82.94045307
Hombre,167.2744933,71.35800014
Hombre,173.5999995,81.0460667
Hombre,176.6829815,84.92042315
Hombre,174.5698924,77.84596097
Hombre,178.2020252,90.9607732
Hombre,175.0652751,87.96397102
Hombre,163.3224425,70.52895467
Hombre,178.957308,87.3291887
Hombre,174.3051205,72.51239546
Hombre,176.9484694,79.94986201
Hombre,175.4095667,77.88585882
Hombre,170.756545,82.4220967
Hombre,167.9341312,77.73968095
Hombre,174.2881639,81.25291958
Hombre,175.8924926,85.03467647
Hombre,176.8904417,82.55586262
Hombre,184.904452,97.28378609
Hombre,190.6117475,94.58599622
Hombre,180.2706177,86.28324457
Hombre,188.9455516,98.49476656
Hombre,163.4798962,70.79392952
Hombre,181.1705827,93.61474798
Hombre,170.6169421,80.80874235
Hombre,188.9802466,103.7993503
Hombre,162.2245192,79.13978618
Hombre,174.9704191,74.48662685
Hombre,183.2152552,96.2329215
Hombre,173.7454645,93.4468048
Hombre,165.3353472,75.94657304
Hombre,175.843385,88.54968545
Hombre,182.7473822,94.88040584
Hombre,171.3559963,82.69047218
Hombre,176.054788,86.26653153
Hombre,161.8768624,72.73122497
Hombre,154.1267362,58.64995781
Hombre,179.4848406,88.7346057
Hombre,171.6888391,84.70901781
Hombre,189.60975,103.1925568
Hombre,178.9863803,89.44275999
Hombre,182.7377867,95.05313093
Hombre,188.0254071,95.14520535
Hombre,179.7868595,99.98844437
Hombre,164.4072327,76.75142916
Hombre,173.6928812,84.29815377
Hombre,181.5318208,87.40339104
Hombre,170.0389125,80.29768271
Hombre,179.8243267,90.69460736
Hombre,165.8427843,76.5257004
Hombre,156.855185,56.03142315
Hombre,158.7009051,72.6846566
Hombre,172.2264269,89.39516863
Hombre,176.5960255,73.46878144
Hombre,184.1519219,91.46919475
Hombre,179.0326487,88.35353334
Hombre,169.3919294,73.73842812
Hombre,181.0814707,79.74651352
Hombre,182.3637887,94.97285754
Hombre,185.5631144,92.74164639
Hombre,174.8875201,95.64860765
Hombre,167.7554274,76.80511055
Hombre,187.9241896,101.2990172
Hombre,175.8991094,87.51923761
Hombre,176.1252693,78.42829867
Hombre,180.279713,86.89566716
Hombre,161.4456452,71.26822654
Hombre,177.2161834,82.91464149
Hombre,165.578733,68.89475811
Hombre,177.7465097,87.69803997
Hombre,177.1665168,84.10871244
Hombre,180.7754351,88.62392539
Hombre,179.2528845,79.01437896
Hombre,166.7537674,74.68389933
Hombre,170.5315719,74.31884247
Hombre,167.4319408,79.25163988
Hombre,187.4180566,96.57006777
Hombre,172.0526184,78.37815819
Hombre,166.4819537,78.00896605
Hombre,180.8833379,88.86936683
Hombre,166.6045792,79.29490824
Hombre,166.7955884,79.18219386
Hombre,157.4107491,63.62891693
Hombre,187.7058443,97.77623667
Hombre,183.7491465,97.9116479
Hombre,178.5917036,83.57160927
Hombre,170.4735335,76.29521963
Hombre,167.4685037,68.66690775
Hombre,170.7584724,84.35464601
Hombre,178.0904328,92.18889881
Hombre,190.0974093,101.5800473
Hombre,163.8993487,67.34585066
Hombre,177.9301869,93.98191112
Hombre,182.4562487,93.07400719
Hombre,185.0053188,94.99244097
Hombre,186.186739,90.34059921
Hombre,168.6387088,74.87204745
Hombre,168.9485114,81.99159939
Hombre,175.952944,91.76117407
Hombre,173.309163,88.56934895
Hombre,178.8512274,83.56652967
Hombre,177.1062884,85.48118748
Hombre,166.3972641,71.307
Hombre,175.6086642,89.15463462
Hombre,187.1121195,94.51330911
Hombre,167.3675914,71.75150256
Hombre,173.6202496,83.73243843
Hombre,178.8788156,89.76934156
Hombre,183.0837109,92.01903068
Hombre,182.146257,90.30152236
Hombre,166.9520712,70.86199557
Hombre,162.301779,76.3393863
Hombre,178.6026647,91.40371059
Hombre,167.1033737,79.19036946
Hombre,177.361759,89.32630468
Hombre,173.5611212,89.70096213
Hombre,172.0636367,75.13452945
Hombre,190.5860792,105.6353658
Hombre,186.4463086,87.42194821
Hombre,176.6690952,87.17213859
Hombre,163.9291611,71.27264124
Hombre,171.5687741,74.16017642
Hombre,185.6650541,93.05791202
Hombre,169.0471119,77.75870128
Hombre,187.9386746,94.7847407
Hombre,179.9912277,95.14513366
Hombre,181.7845836,93.55816987
Hombre,167.2295135,80.38187345
Hombre,178.4998555,96.03287733
Hombre,156.9047459,67.81879025
Hombre,190.0553611,99.94289485
Hombre,181.8770705,87.28383339
Hombre,170.8406631,74.11087554
Hombre,180.1474539,90.61794552
Hombre,190.6515584,99.14789308
Hombre,185.6762257,101.2447434
Hombre,179.4814598,98.86131098
Hombre,170.5474551,77.65854219
Hombre,170.4928097,66.9220912
Hombre,176.5933577,77.1275703
Hombre,165.6707168,72.95401619
Hombre,173.7625756,83.97252828
Hombre,174.6591978,80.32367373
Hombre,172.5596468,85.67638513
Hombre,175.8640849,72.23226533
Hombre,173.9029388,85.31132457
Hombre,166.8635057,68.47458521
Hombre,176.354735,78.16570486
Hombre,167.9838942,75.4613588
Hombre,180.0277023,84.52232256
Hombre,167.5715851,85.12040895
Hombre,164.9453532,74.33480765
Hombre,173.6562524,89.33479336
Hombre,176.5949003,86.04982862
Hombre,168.7972294,85.71754886
Hombre,176.4654377,80.44184793
Hombre,174.5744507,83.52015903
Hombre,187.4044372,100.3528194
Hombre,194.3147837,98.82976988
Hombre,180.9132829,90.34778151
Hombre,163.8457745,74.61611116
Hombre,168.91969,74.05797604
Hombre,175.7944491,85.10518693
Hombre,161.4077791,68.19609713
Hombre,177.1170662,91.94639498
Hombre,174.2648495,82.42899929
Hombre,181.5188908,93.70803631
Hombre,176.5540995,92.52622806
Hombre,187.3494748,105.055926
Hombre,173.4255784,88.53666302
Hombre,184.0347689,90.85001782
Hombre,179.7537509,88.61065634
Hombre,178.9484375,85.32019741
Hombre,175.0164111,88.29618632
Hombre,175.8656051,89.54461838
Hombre,170.8857321,70.94925936
Hombre,181.5179623,94.24222219
Hombre,174.8552091,77.98212185
Hombre,181.3711504,98.39474976
Hombre,178.1679802,86.44807273
Hombre,179.5264152,93.49438636
Hombre,174.0944348,91.22145908
Hombre,181.4442064,93.70948874
Hombre,165.660884,72.11537454
Hombre,179.7638046,94.44862086
Hombre,177.1906408,85.19011826
Hombre,162.4648279,76.3620291
Hombre,178.5725747,89.28287758
Hombre,178.604797,93.22315926
Hombre,171.209736,74.64968819
Hombre,170.4886178,75.83680106
Hombre,173.6790529,76.65589668
Hombre,176.728727,83.56070392
Hombre,158.8319233,76.27306576
Hombre,176.1155267,83.51516194
Hombre,169.6401669,78.09747782
Hombre,191.4938823,99.15742274
Hombre,178.3426179,86.02754589
Hombre,180.6030516,89.24880578
Hombre,177.2764753,82.42825388
Hombre,168.8384849,79.55518102
Hombre,179.6128338,94.66946248
Hombre,161.5915419,73.78812753
Hombre,179.1951705,86.78075283
Hombre,171.2031656,87.39485566
Hombre,181.4453443,96.76838621
Hombre,174.2272491,85.00435815
Hombre,181.4889094,92.28258432
Hombre,179.5749265,86.17596361
Hombre,181.3343198,89.49697632
Hombre,179.0335336,87.70659662
Hombre,188.9967972,102.8298543
Hombre,161.037075,83.99992643
Hombre,173.7352866,77.71357635
Hombre,171.2718296,79.43507637
Hombre,179.8624799,89.00439991
Hombre,170.4600884,88.33818168
Hombre,172.0296786,83.67348161
Hombre,174.1191138,81.44558988
Hombre,174.2934918,87.36444807
Hombre,179.338633,89.51248401
Hombre,170.4004243,74.46884523
Hombre,165.8917388,75.89856926
Hombre,177.6073328,84.30766447
Hombre,173.6461726,87.98864064
Hombre,180.0093045,93.37830996
Hombre,193.071242,106.792865
Hombre,172.6335582,80.27075751
Hombre,177.2033221,90.276869
Hombre,176.7044279,91.03782646
Hombre,181.7624476,97.05905875
Hombre,180.2334452,91.47295112
Hombre,166.2199427,65.37718765
Hombre,180.2793563,91.89926023
Hombre,172.7018422,83.44198564
Hombre,179.1170283,90.52272214
Hombre,175.5373463,79.85285339
Hombre,181.8781557,88.41992575
Hombre,177.5194788,92.31436005
Hombre,168.8005229,75.60688487
Hombre,178.5400396,94.12429164
Hombre,159.0547116,69.33294306
Hombre,169.2190719,66.32917729
Hombre,165.989732,71.10574644
Hombre,181.8811193,95.2384962
Hombre,176.3088027,83.41659412
Hombre,177.5302865,91.07992111
Hombre,166.7915348,74.48696097
Hombre,163.5970141,70.14399656
Hombre,174.31229,85.93272998
Hombre,176.7847179,80.10209403
Hombre,171.3312074,78.59495592
Hombre,173.1517863,84.02939716
Hombre,176.6661797,92.44715577
Hombre,166.9981369,82.57725768
Hombre,185.7308786,91.49129471
Hombre,169.2171521,80.66807152
Hombre,175.6306088,91.91060369
Hombre,167.5531194,84.47043448
Hombre,170.6962967,84.12052267
Hombre,166.2530512,79.76171672
Hombre,185.4964338,95.06742716
Hombre,173.5258021,81.36125169
Hombre,168.4890749,75.00978845
Hombre,183.799438,89.93057059
Hombre,172.0022658,83.88365536
Hombre,179.0130819,90.83096318
Hombre,180.7539988,90.46627165
Hombre,176.1611401,91.77634926
Hombre,178.0469836,91.62281382
Hombre,176.0151209,89.52042801
Hombre,160.807322,71.21560947
Hombre,172.4335639,83.16313433
Hombre,185.9355436,92.08973638
Hombre,185.778534,87.96336945
Hombre,180.0757957,88.72328688
Hombre,183.2424394,97.45610117
Hombre,183.2172558,83.52775981
Hombre,180.8648116,87.88046447
Hombre,168.2804623,77.1603711
Hombre,183.7476355,93.30377865
Hombre,172.8950622,75.41585506
Hombre,181.3491646,89.99578061
Hombre,166.9441214,76.96340345
Hombre,170.4605365,72.59758821
Hombre,183.4261887,92.95820433
Hombre,160.044849,67.08713708
Hombre,176.7056542,82.07745923
Hombre,178.8261643,98.80931213
Hombre,172.7967476,85.89299498
Hombre,177.2358922,79.87321168
Hombre,157.6797334,59.09277786
Hombre,167.219426,72.26593499
Hombre,179.7835775,87.07530077
Hombre,176.7114327,82.62372769
Hombre,171.0107446,85.43490564
Hombre,172.2490888,86.98087368
Hombre,169.3728966,73.82985492
Hombre,176.8848602,89.62813459
Hombre,164.526563,82.82136012
Hombre,187.8658703,90.72172211
Hombre,172.550795,83.64675123
Hombre,169.5959003,75.06489608
Hombre,175.0983482,80.12808064
Hombre,194.1437791,103.8150423
Hombre,175.2502092,81.80580323
Hombre,186.6946727,102.4992741
Hombre,176.7918826,86.09938183
Hombre,183.0511452,91.74453357
Hombre,179.0426303,81.15616362
Hombre,170.2685204,75.76998959
Hombre,168.1076356,78.30710337
